Pt1,Pt2,Pt3,F1,F2,F3,Error
43,28,38,[2.0],[2.0],[2.0],212958998.71783343
43,18,38,[2.0],[2.0],[2.0],147438435.33565724
43,26,38,[2.0],[2.0],[2.0],168821931.44822744
43,7,38,[2.0],[2.0],[2.0],9545757.394313399
43,45,38,[2.0],[2.0],[2.0],54378517.605725124
43,5,38,[5.664287978371675],[13.384164367711158],[6.727932757601334],14.568988534456116
43,4,38,[2.0],[2.0],[2.0],8015163.308677266
33,41,38,[2.0],[2.0],[2.0],263097477.15744585
33,16,38,[2.0],[2.0],[2.0],227365273.45360324
33,35,38,[2.0],[2.0],[2.0],303820378.294306
33,31,38,[2.0],[2.0],[2.0],251571429.79365006
33,36,38,[2.0],[2.0],[2.0],304880219.2676206
33,20,38,[2.0],[2.0],[2.0],221316935.39731365
33,21,38,[2.0],[2.0],[2.0],194448466.91551363
33,29,38,[2.0],[2.0],[2.0],233448080.86442518
33,19,38,[2.0],[2.0],[2.0],122630500.59861957
33,9,38,[2.0],[2.0],[2.0],9978127.243238993
33,8,38,[2.7630281202355658],[14.360903489037241],[12.070065930319693],8.975303809313544
33,13,38,[2.090656717820882e-11],[14.130799673306964],[13.30946422316948],140.26793362817338
33,42,38,[2.0],[2.0],[2.0],242089874.37683553
33,23,38,[2.0],[2.0],[2.0],71893341.15980546
33,44,38,[1.6182682518742053],[1.6182682518742053],[1.6182682518742053],8561984.162048317
33,11,38,[2.0],[2.0],[2.0],12046722.85762269
33,48,38,[2.0],[2.0],[2.0],102312132.09694336
33,47,38,[2.0],[2.0],[2.0],60287755.07772041
33,46,38,[2.0],[2.0],[2.0],52095116.164749816
33,14,38,[1.70269726925009],[14.353141513616727],[12.762997015026306],0.09570816349991434
33,49,38,[2.0],[2.0],[2.0],56592992.10875
33,17,38,[2.0],[2.0],[2.0],209878311.76137692
33,22,38,[2.0],[2.0],[2.0],99300591.50156735
33,30,38,[2.0],[2.0],[2.0],234416787.2302805
33,32,38,[1.8],[1.8],[1.8],21042272.79929553
33,6,38,[3.767308060769362],[14.05430752167553],[12.09256961399388],220.35552128175294
33,1,38,[2.0],[2.0],[2.0],7958300.058289382
33,12,38,[2.0],[2.0],[2.0],13553816.82927058
33,2,38,[2.0],[2.0],[2.0],7056844.820837761
33,0,38,[2.0],[2.0],[2.0],7560937.898268994
33,15,38,[2.0],[2.0],[2.0],117061190.38713467
33,10,38,[2.0],[2.0],[2.0],13273233.292073252
33,27,38,[2.0],[2.0],[2.0],212725262.93997142
33,24,38,[2.0],[2.0],[2.0],77453908.76822856
33,25,38,[2.0],[2.0],[2.0],149819999.0263589
33,3,38,[2.0],[2.0],[2.0],6812648.293522778
33,28,38,[2.0],[2.0],[2.0],233293092.0307745
33,18,38,[2.0],[2.0],[2.0],161633147.6601739
33,26,38,[2.0],[2.0],[2.0],184841923.88168135
33,7,38,[2.0],[2.0],[2.0],12191868.715929253
33,45,38,[2.0],[2.0],[2.0],59855791.1159689
33,5,38,[2.0],[2.0],[2.0],10717469.113340085
33,4,38,[6.469179460464259e-13],[14.282932770366763],[14.092377825579218],17.949404639422273
41,16,38,[2.0],[2.0],[2.0],213308677.03576693
41,35,38,[2.0],[2.0],[2.0],285786774.60532784
41,31,38,[2.0],[2.0],[2.0],236049744.3065453
41,36,38,[0.0],[0.0],[0.0],1000.0
41,20,38,[2.0],[2.0],[2.0],207512081.99022698
41,21,38,[2.0],[2.0],[2.0],181812517.3113715
41,29,38,[2.0],[2.0],[2.0],218953758.83994997
41,19,38,[2.0],[2.0],[2.0],113400932.49737939
41,9,38,[3.88688709894779e-12],[14.284419902680071],[14.241716735448414],11.7844200223578
41,8,38,[0.0],[14.276396005955586],[14.351005058518226],35.74438860467245
41,13,38,[11.60990015809884],[14.49039560370755],[0.29579104753982594],1.0605882675837222
41,42,38,[2.0],[2.0],[2.0],227044969.35850966
41,23,38,[2.0],[2.0],[2.0],65606070.344113834
41,44,38,[2.0],[2.0],[2.0],211749169.29996833
41,11,38,[2.0],[2.0],[2.0],10109359.22398353
41,48,38,[2.0],[2.0],[2.0],94637009.24572895
41,47,38,[2.0],[2.0],[2.0],54989865.89749283
41,46,38,[2.0],[2.0],[2.0],47251378.22529687
41,14,38,[0.0],[14.282812179760397],[14.278342533853873],19.55365328555342
41,49,38,[2.0],[2.0],[2.0],51320579.828781486
41,17,38,[2.0],[2.0],[2.0],196574940.5606365
41,22,38,[2.0],[2.0],[2.0],91484113.74675396
41,30,38,[1.7232621540611948],[1.7232621540611948],[1.7232621540611948],11686965.991060037
41,32,38,[2.0],[2.0],[2.0],259010669.47807005
41,6,38,[2.0],[2.0],[2.0],6239209.356336748
41,1,38,[2.0],[2.0],[2.0],6518413.944447822
41,12,38,[3.7838000000000003],[5.3858],[1.7838],376323.1105549936
41,2,38,[0.0],[13.596451898865022],[14.976167580589337],325.55553373044876
41,0,38,[2.0],[2.0],[2.0],6173269.34381494
41,15,38,[2.0],[2.0],[2.0],108513521.1026908
41,10,38,[3.7838000000000003],[5.3858],[1.7838],593951.1535456689
41,27,38,[2.0],[2.0],[2.0],199387770.59449306
41,24,38,[2.0],[2.0],[2.0],71124163.43780152
41,25,38,[2.0],[2.0],[2.0],139540151.44172385
41,3,38,[2.0],[2.0],[2.0],5525715.868564532
41,28,38,[2.0],[2.0],[2.0],218964862.1673773
